Setor Monte Sinai
,RUA,,ABRAO MANOEL DA COSTA,64,,QUADRA,3,LOTE,2,,,,,,,,,-16.67090366393295,-49.49174380552995,JARDIM NOVO HORIZONTE,1,,,,7,3,75380000,,Trindade,Trindade,GO
,RUA,PADRE,MAURILIO FERNANDES,,SN,QUADRA,1,LOTE,1,,,,,,,,,-16.67135502,-49.4906679,SETOR JARDIM NOVO HORIZONTE,1,,,,8,4,75380000,,Trindade,Trindade,GO

Setor Serra dourada
,RUA,,PERCIANA NATAL DA CONCEICAO,,SN,QUADRA,1,LOTE,33,,,,,,,,,-16.639389,-49.4939169,SETOR SERRA DOURADA,1,,,,5,4,75380000,,Trindade,Trindade,GO
,RUA,,ADELINA DE MORAIS BORGES,,SN,LOTE,1,QUADRA,3,,,,,,,,,-16.639413734315514,-49.49579794961411,SETOR SERRA DOURADA,1,,,,3,4,75380000,,Trindade,Trindade,GO
,RUA,,KATIA ROVANE FERREIRA,,SN,QUADRA,3,LOTE,17,,,,,,,,,-16.638416505000002,-49.496166,SETOR SERRA DOURADA,1,,,,3,1,75380000,,Trindade,Trindade,GO
,RUA,,DOIS,83,,,,,,,,,,,,,,-16.637928518091556,-49.49445550037899,SETOR SERRA DOURADA,1,,,,5,2,75380000,,Trindade,Trindade,GO
,RUA,,TRINTA E TRES,915,,,,,,,,,,,,,,-16.638831494999998,-49.49392302,SETOR SERRA DOURADA,1,,,,5,3,75380000,,Trindade,Trindade,GO
,RUA,,ELZA DE FREITAS,,SN,QUADRA,1,LOTE,8,,,,,,,,,-16.63864452,-49.49467938,SETOR SERRA DOURADA,6,IGREJA ASSEMBLEIA DE DEUS,1,,5,5,75380000,,Trindade,Trindade,GO
,RUA,,MARINA DE OLIVEIRA,,SN,QUADRA,3,LOTE,27,,,,,,,,,-16.639064505,-49.49530398,SETOR SERRA DOURADA,1,,,,3,2,75380000,,Trindade,Trindade,GO
,RUA,,ELZA DE FREITAS,,SN,QUADRA,2,LOTE,22,,,,,,,,,-16.638689024999998,-49.4947494,SETOR SERRA DOURADA,1,,,,4,2,75380000,,Trindade,Trindade,GO
,RUA,,MARIA DE ALMEIDA,,SN,CHACARA,3,,,,,,,,,,,-16.63994214056865,-49.496589231020096,SETOR SERRA DOURADA,1,,,,1,2,75380000,,Trindade,Trindade,GO
,RUA,,ADELINA DE MORAIS BORGES,,SN,LOTE,2,QUADRA,3,,,,,,,,,-16.639413734315514,-49.49579794961411,SETOR SERRA DOURADA,1,,,,3,4,75380000,,Trindade,Trindade,GO
,RUA,,OTILIA F ALMEIDA,,SN,QUADRA,12,LOTE,8,,,,,,,,,-16.632873,-49.49940042,SETOR SERRA DOURADA,1,,,,25,3,75380000,,Trindade,Trindade,GO
,RUA,,MARINA DE OLIVEIRA,,SN,QUADRA,12,LOTE,8,,,,,,,,,-16.633863495,-49.49902944,SETOR SERRA DOURADA,1,,,,25,2,75380000,,Trindade,Trindade,GO
,RUA,,JOSEFA SILVA VIEIRA,,SN,QUADRA,12,LOTE,36,,,,,,,,,-16.634496509999998,-49.49817102,SETOR SERRA DOURADA,1,,,,25,1,75380000,,Trindade,Trindade,GO
,RUA,,LAUDELINA TOLEDO,,SN,QUADRA,9,LOTE,36,,,,,,,,,-16.63624998,-49.496891579999996,SETOR SERRA DOURADA,1,,,,22,1,75380000,,Trindade,Trindade,GO
,RUA,,MARINA DE OLIVEIRA,,SN,QUADRA,10,LOTE,20,,,,,,,,,-16.635635999999998,-49.497828119999994,SETOR SERRA DOURADA,1,,,,21,4,75380000,,Trindade,Trindade,GO
,RUA,,LAUDELINA TOLEDO,,SN,QUADRA,5,LOTE,18,,,,,,,,,-16.636704525,-49.49741052,SETOR SERRA DOURADA,1,,,,18,3,75380000,,Trindade,Trindade,GO
,RUA,,ADELINA DE MORAIS BORGES,15,,CHACARA,,,,,,,,,,,,-16.63535918331076,-49.498806816617396,SETOR SERRA DOURADA,1,,,,28,1,75380000,,Trindade,Trindade,GO
,RUA,,KATIA ROVANE FERREIRA,,SN,QUADRA,5,LOTE,35,,,,,,,,,-16.638349499999997,-49.4962146,SETOR SERRA DOURADA,1,,,,18,1,75380000,,Trindade,Trindade,GO
,RUA,,KATIA ROVANE FERREIRA,,SN,QUADRA,7,LOTE,35,,,,,,,,,-16.637594985,-49.49510706,SETOR SERRA DOURADA,1,,,,16,1,75380000,,Trindade,Trindade,GO
,RUA,,MARINA DE OLIVEIRA,2,,CASA,2,,,,,,,,,,,-16.633863495,-49.49902944,SETOR SERRA DOURADA,1,,,,25,2,75380000,,Trindade,Trindade,GO
,RUA,,JOSEFA SILVA VIERA,17,,CASA,17,,,,,,,,,,,-16.634957985,-49.498660619999995,SETOR SERRA DOURADA,1,,,,21,3,75380000,,Trindade,Trindade,GO

Jardim imperial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RUA,,CENTO E QUARENTA E NOVE,,SN,QUADRA,37,LOTE,25,,,,,,,,,-16.65185949,-49.51616346,JARDIM IMPERIAL,1,,,,12,4,75380000,,Trindade,Trindade,GO
,AVENIDA,,SUMARE,,SN,QUADRA,40,LOTE,30,,,,,,,,,-16.651024469996052,-49.516455060004006,JARDIM IMPERIAL,1,,,,13,3,75380000,,Trindade,Trindade,GO
,RUA,,CENTO E CINQUENTA E CINCO,,SN,QUADRA,40,LOTE,52,,,,,,,,,-16.65194669114303,-49.51507557563176,JARDIM IMPERIAL,1,,,,13,4,75380000,,Trindade,Trindade,GO
,AVENIDA,,DAS CARANAIBAS,,SN,QUADRA,44,LOTE,38,,,,,,,,,-16.65096878842136,-49.51505018004,JARDIM IMPERIAL,1,,,,15,4,75380000,,Trindade,Trindade,GO
,AVENIDA,,DAS CARANAIBAS,,SN,QUADRA,43,LOTE,23,,,,,,,,,-16.652133990000003,-49.51383498,JARDIM IMPERIAL,1,,,,14,4,75380000,,Trindade,Trindade,GO
,RUA,,CENTO E VINTE,,SN,QUADRA,47,LOTE,24,,,,,,,,,-16.65087102,-49.5145575,JARDIM IMPERIAL,1,,,,17,1,75380000,,Trindade,Trindade,GO
,AVENIDA,,PAI ETERNO,,SN,QUADRA,34,LOTE,10,,,,,,,,,-16.656744013994953,-49.51194101803435,JARDIM IMPERIAL 2,1,,,,34,2,75380000,,Trindade,Trindade,GO
,RUA,,CENTO E DEZ,,SN,QUADRA,34,LOTE,29,,,,,,,,,-16.655730525000003,-49.512550499999996,JARDIM IMPERIAL 2,1,,,,34,3,75380000,,Trindade,Trindade,GO
,RUA,,CENTO E CIQUENTABE UM,,SN,QUADRA,38,LOTE,26,,,,,,,,,-16.655847951359082,-49.510919562547485,JARDIM IMPERIAL 2,1,,,,37,1,75380000,,Trindade,Trindade,GO
,RUA,,CENTO E QUARENTA E CINCO,,SN,QUADRA,38,LOTE,15,,,,,,,,,-16.656061004999998,-49.5115884,JARDIM IMPERIAL 2,1,,,,37,2,75380000,,Trindade,Trindade,GO
,AVENIDA,,DOS SALGUEIROS,,SN,QUADRA,70,LOTE,12,,,,,,,,,-16.651270484999998,-49.50325602,JARDIM IMPERIAL,1,,,,17,2,75380000,,Trindade,Trindade,GO
,ALAMEDA,,ANDORINHAS,,SN,QUADRA,33,LOTE,27,,,,,,,,,-16.652700539999998,-49.5167886,JARDIM IMPERIAL 2,1,,,,1,4,75380000,,Trindade,Trindade,GO
,RUA,,CENTO E TRINTA E CINCO,,SN,QUADRA,27,LOTE,8,,,,,,,,,-16.65581598,-49.51493496,JARDIM IMPERIAL 2,1,,,,11,3,75380000,,Trindade,Trindade,GO
,RUA,,CENTO E TRITA E UM,,SN,QUADRA,24,LOTE,7,,,,,,,,,-16.654673475,-49.51713402,JARDIM IMPERIAL 2,7,,,,3,3,75380000,,Trindade,Trindade,GO
,RUA,,CENTO E TRITA E UM,,SN,QUADRA,20,LOTE,40,,,,,,,,,-16.654731525,-49.51719306,JARDIM IMPERIAL 2,1,,,,4,1,75380000,,Trindade,Trindade,GO
,AVENIDA,,BRASIL,,SN,QUADRA,79,LOTE,18,,,,,,,,,-16.645781274362225,-49.51553672331419,JARDIM IMPERIAL,1,,,,5,3,75380000,,Trindade,Trindade,GO
,AVENIDA,,BRASIL,,SN,QUADRA,68,LOTE,16,,,,,,,,,-16.64552878724236,-49.51631280894559,JARDIM IMPERIAL,1,,,,9,1,75380000,,Trindade,Trindade,GO
,AVENIDA,,JUCELINO KUBITSHEK,,SN,,,,,,,,,,,,,-16.645405521146643,-49.512595999411985,JARDIM IMPERIAL,6,ESTANCIA VITORIA,1,,14,1,75380000,,Trindade,Trindade,GO

Morada do Bosque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RUA,,DOS TARUMAS,,SN,QUADRA,39,LOTE,8,CASA,1,,,,,,,-16.644375495,-49.433024880000005,MORADA DO BOSQUE,1,,,,11,1,75380000,,Trindade,Trindade,GO
,RUA,,JOSE MANOEL DA SILVEIRA,,SN,QUADRA,9,LOTE,5,,,,,,,,,-16.64511799498515,-49.431106980006646,MORADA DO BOSQUE,1,,,,18,2,75380000,,Trindade,Trindade,GO
,AVENIDA,,ANTONIO ARAUJO,,SN,QUADRA,9,LOTE,8,,,,,,,,,-16.64552102628985,-49.431666182791695,MORADA DO BOSQUE,1,,,,18,3,75380000,,Trindade,Trindade,GO
,RUA,,DONA OLIVIA MARIA,,SN,QUADRA,8,LOTE,4,,,,,,,,,-16.64500387912495,-49.43045413511623,MORADA DO BOSQUE,7,,,,17,2,75380000,,Trindade,Trindade,GO
,RUA,,JOSE MANOEL DA SILVEIRA,,SN,QUADRA,8,LOTE,14,CASA,2,,,,,,,-16.645101975,-49.431024539999996,MORADA DO BOSQUE,1,,,,17,4,75380000,,Trindade,Trindade,GO
,ALAMEDA,,DAS ROSAS,,SN,CHACARA,4,CASA,1,,,,,,,,,-16.64238401550314,-49.43010218687162,MORADA DO BOSQUE,1,,,,5,8,75380000,,Trindade,Trindade,GO
,AVENIDA,,DONA RACHIDE AUAD,,SN,QUADRA,6,LOTE,3,,,,,,,,,-16.64380946498705,-49.429719124370514,MORADA DO BOSQUE,1,,,,15,1,75380000,,Trindade,Trindade,GO
,AVENIDA,,JOSE FERNANDES ALVES,,SN,,,,,,,,,,,,,-16.64663433699477,-49.42942520564566,MORADA DO BOSQUE,1,,,,6,1,75380000,,Trindade,Trindade,GO
,AVENIDA,,JOSE FERNANDES ALVES,,SN,QUADRA,2,LOTE,18-a,CASA,1,,,,,,,-16.646630985,-49.428891,MORADA DO BOSQUE,1,,,,9,3,75380000,,Trindade,Trindade,GO
,ALAMEDA,,MANOEL FERNANDES,,SN,QUADRA,4,LOTE,8,,,,,,,,,-16.644735549893692,-49.42827187848232,MORADA DO BOSQUE,1,,,,14,2,75380000,,Trindade,Trindade,GO
,RUA,,DONA MARIQUINHA,,SN,QUADRA,4,LOTE,19,,,,,,,,,-16.644793741585392,-49.42889895590056,MORADA DO BOSQUE,1,,,,14,4,75380000,,Trindade,Trindade,GO
,RUA,,ISABEL ESPERDIAO JORGE,,SN,QUADRA,6,LOTE,34,CASA,1,,,,,,,-16.644868965,-49.42966356,MORADA DO BOSQUE,1,,,,15,4,75380000,,Trindade,Trindade,GO
